iter	Logloss
442	0.2706595609
443	0.2705531535
444	0.2704935052
445	0.2703953325
446	0.2702401709
447	0.2700380062
448	0.2697775299
449	0.2695814615
450	0.2694117522
451	0.2693739719
452	0.269321412
453	0.2688716175
454	0.2687867667
455	0.2686793754
456	0.2685416731
457	0.2684545501
458	0.2684226413
459	0.2682714218
460	0.2682208101
461	0.2681496417
462	0.2681196101
463	0.2680285509
464	0.2678059461
465	0.2676965332
466	0.2676380706
467	0.2676091674
468	0.2675817937
469	0.2674540278
470	0.2673689865
471	0.2672261048
472	0.267198146
473	0.2670329144
474	0.2666623639
475	0.2665174649
476	0.2663699605
477	0.2663421399
478	0.2662118842
479	0.2661785714
480	0.2659898113
481	0.2658911409
482	0.2657768807
483	0.2656000745
484	0.2654282885
485	0.2652745945
486	0.2649634485
487	0.2648981183
488	0.2647303143
489	0.2646498145
490	0.2645366216
491	0.2643846203
492	0.2643092686
493	0.2641711664
494	0.2638551175
495	0.2634148145
496	0.2633459407
497	0.2632415553
498	0.2630476167
499	0.2628159853
500	0.2627129953
501	0.2624744166
502	0.2623592769
503	0.2622676108
504	0.262073239
505	0.261893746
506	0.2617862242
507	0.2617648113
508	0.2615831952
509	0.2615167274
510	0.2614291343
511	0.2613055203
512	0.2612793539
513	0.2610802604
514	0.2606486
515	0.2604002457
516	0.260342192
517	0.2601519626
518	0.260044354
519	0.2598935562
520	0.2597523423
521	0.2596945549
522	0.2596362276
523	0.2594560645
524	0.2594395954
525	0.2594116441
526	0.2593901753
527	0.2592239074
528	0.2590560225
529	0.2589113187
530	0.2584654264
531	0.2584299651
532	0.2583086651
533	0.2581461447
534	0.2580463243
535	0.2579589251
536	0.2578387269
537	0.2576815057
538	0.2575510682
539	0.2574502984
540	0.2573912367
541	0.2573490359
542	0.2570931348
543	0.2570132858
544	0.2568581572
545	0.2566694782
546	0.25644631
547	0.2563854277
548	0.2561881363
549	0.2560018145
550	0.255889395
551	0.2557375124
552	0.2557160977
553	0.2554764815
554	0.255238486
555	0.2550317377
556	0.2549517368
557	0.2546838285
558	0.2544959817
559	0.2544030902
560	0.2541794473
561	0.2540500272
562	0.2539784483
563	0.2539348535
564	0.2538350939
565	0.2536710974
566	0.2535017893
567	0.2533708777
568	0.2532783378
569	0.253193033
570	0.2531657849
571	0.253111764
572	0.2530281213
573	0.2529247236
574	0.2527908038
575	0.2527495236
576	0.2526542063
577	0.2525535401
578	0.2524775873
579	0.2521278753
580	0.252049721
581	0.2517576828
582	0.2516919151
583	0.2514851738
584	0.2514650609
585	0.2513461436
586	0.2512765353
587	0.2511846039
588	0.2510936466
589	0.2509199229
590	0.2508588815
591	0.2506615818
592	0.2506075614
593	0.2504960138
594	0.2502523207
595	0.2502302405
596	0.2502158845
597	0.2500899407
598	0.2500396523
599	0.2498516421
600	0.2497384313
601	0.2496523533
602	0.2495375115
603	0.2494304675
604	0.2493630535
605	0.2493497637
606	0.2490996992
607	0.2489151702
608	0.2488652396
609	0.2486636321
610	0.248566303
611	0.2484760709
612	0.2484185664
613	0.2482872148
614	0.2480817266
615	0.2480676729
616	0.2477961108
617	0.2477741187
618	0.2477481064
619	0.2476995591
620	0.2475872196
621	0.2475293878
622	0.2474909044
623	0.2474451493
624	0.2471784892
625	0.2470211441
626	0.2469582684
627	0.2468805062
628	0.2468531389
629	0.2468279633
630	0.2465815021
631	0.2464893996
632	0.2462677704
633	0.2460294082
634	0.2460202146
635	0.2459159686
636	0.2458993324
637	0.2455974772
638	0.2454795481
639	0.2454251413
640	0.2452391176
641	0.2451101977
642	0.2448532863
643	0.2448257993
644	0.2447103699
645	0.2444816117
646	0.2441210799
647	0.244013484
648	0.243480125
649	0.2434287437
650	0.2433715103
651	0.2431852567
652	0.2430985646
653	0.2430135867
654	0.2429951131
655	0.2429828198
656	0.242850402
657	0.242772676
658	0.2427525145
659	0.2426930613
660	0.2426068746
661	0.242500412
662	0.242483476
663	0.2422978486
664	0.2422834038
665	0.2420295309
666	0.2420167797
667	0.2418818441
668	0.2418120122
669	0.2417063495
670	0.2415022416
671	0.2414851212
672	0.2413764007
673	0.2412966909
674	0.2412221746
675	0.2410465258
676	0.2409178428
677	0.2408666959
678	0.240843929
679	0.240734886
680	0.2404952374
681	0.2404462827
682	0.2403814888
683	0.2402893586
684	0.2402398999
685	0.2401344617
686	0.2401004671
687	0.2400313511
688	0.2399856439
689	0.2399658678
690	0.2399176893
691	0.2399053074
692	0.23984353
693	0.2396589048
694	0.2396311453
695	0.2395931374
696	0.2394872139
697	0.2394554351
698	0.2394287544
699	0.2392760083
700	0.2392363687
701	0.2391467161
702	0.2389789048
703	0.2389181054
704	0.2388628506
705	0.2388005299
706	0.2387105072
707	0.2386320075
708	0.2386243708
709	0.2385473535
710	0.2383925035
711	0.2381685742
712	0.2380476657
713	0.2379878098
714	0.2379318005
715	0.237755316
716	0.23773088
717	0.2376556103
718	0.2376364113
719	0.2372111145
720	0.2371385901
721	0.2369354661
722	0.2369250083
723	0.2368705494
724	0.2368443941
725	0.2366839128
726	0.236429774
727	0.2363805404
728	0.2363405362
729	0.2363166959
730	0.2362719799
731	0.2361228693
732	0.23606666
733	0.2360241113
734	0.235985284
735	0.2358114009
736	0.2356641492
737	0.2355956866
738	0.235564952
739	0.2353616891
740	0.2352396404
741	0.2351147878
742	0.2350662909
743	0.2350079975
744	0.2349907577
745	0.2348015676
746	0.2347168295
747	0.2346205325
748	0.2345434496
749	0.2344471241
750	0.2343600729
751	0.2342550039
752	0.2342293483
753	0.2341973849
754	0.2340858353
755	0.2340585387
756	0.2340189631
757	0.2339761634
758	0.2339688967
759	0.2337194766
760	0.2337020497
761	0.2335825357
762	0.2335320914
763	0.2335002015
764	0.2334573122
765	0.2334397676
766	0.2333378357
767	0.2330772661
768	0.2329334404
769	0.2328314594
770	0.232513526
771	0.2324931996
772	0.2324504573
773	0.232399667
774	0.2322056171
775	0.2320522165
776	0.2319863315
777	0.2318914267
778	0.2317116062
779	0.2316253515
780	0.2315304371
781	0.2314556799
782	0.2312591706
783	0.2310858618
784	0.2309965421
785	0.2309565029
786	0.2308790692
787	0.2307492143
788	0.2306397565
789	0.2305185989
790	0.2303207636
791	0.230234784
792	0.2299537813
793	0.2299233692
794	0.2299136917
795	0.2297819541
796	0.2296836656
797	0.2296351414
798	0.2295862439
799	0.2294956175
800	0.2294496744
801	0.2293992103
802	0.229381947
803	0.2292506597
804	0.2292237678
805	0.2291900466
806	0.2291811218
807	0.2290742435
808	0.22906646
809	0.2287340005
810	0.2285684429
811	0.2284493492
812	0.2283812857
813	0.2283704599
814	0.2283522067
815	0.2283162876
816	0.2282888731
817	0.2282680126
818	0.228051981
819	0.2280249545
820	0.2278223835
821	0.2277301028
822	0.2276034865
823	0.2275805005
824	0.2274921969
825	0.2274753679
826	0.2274021129
827	0.2272715363
828	0.2271120339
829	0.2270109827
830	0.2269205077
831	0.2268524364
832	0.2267313985
833	0.2267267193
834	0.2267013638
835	0.2266174907
836	0.2264852754
837	0.2264725311
838	0.2264456481
839	0.2264403746
840	0.2264026869
841	0.2263734241
842	0.2260858205
843	0.2259981256
844	0.2259499812
845	0.2258870631
846	0.2258381977
847	0.2258070177
848	0.2257604819
849	0.2256533779
850	0.2255819198
851	0.2253513748
852	0.2252666995
853	0.2252054664
854	0.2251739094
855	0.2251560469
856	0.2251153444
857	0.2250576135
858	0.2250119361
859	0.2249644433
860	0.2249129903
861	0.2249008717
862	0.224837935
863	0.2247460598
864	0.2246975484
865	0.2246558813
866	0.2245303634
867	0.2244869339
868	0.2244830046
869	0.2242479617
870	0.2242271297
871	0.2241792467
872	0.2241482168
873	0.2240997126
874	0.2240153653
875	0.2239805749
876	0.2238435504
877	0.2237730042
878	0.2236729259
879	0.2236528689
880	0.2236335087
881	0.2236238549
882	0.2234609403
883	0.2234045019
884	0.2232650714
885	0.2232573423
886	0.2231717485
887	0.2230139854
888	0.22297959
889	0.2226165412
890	0.2226029919
891	0.2225767954
892	0.2225517713
893	0.2225035515
894	0.2224617575
895	0.2223056864
896	0.2222578649
897	0.2221911027
898	0.2221323769
899	0.2221208838
900	0.2221139382
901	0.2220784002
902	0.2218758227
903	0.2215890332
904	0.2215698259
905	0.2215665078
906	0.2215077069
907	0.2214296168
908	0.2213609577
909	0.2213367933
910	0.2213224881
911	0.2212350253
912	0.2212082552
913	0.2210198914
914	0.2209538509
915	0.2209315294
916	0.2208597877
917	0.2208467529
918	0.2207863948
919	0.2205845039
920	0.2205566801
921	0.2204640411
922	0.2204558216
923	0.2203839894
924	0.2203440344
925	0.2201918176
926	0.2201573181
927	0.2199904665
928	0.2199456363
929	0.2199043175
930	0.2198917275
931	0.2198586841
932	0.2197541455
933	0.2197365655
934	0.2196998991
935	0.2196968247
936	0.2196414288
937	0.2195941325
938	0.2194363177
939	0.2194017988
940	0.2192420043
941	0.2192061816
942	0.2191800883
943	0.2191638366
944	0.2190506495
945	0.2189244882
946	0.218908764
947	0.2188542241
948	0.2187925617
949	0.2187031827
950	0.2186941578
951	0.2185754476
952	0.2185620248
953	0.2185465747
954	0.2184918159
955	0.2183756508
956	0.2183541907
957	0.2183392536
958	0.2181832991
959	0.2181704612
960	0.2179358432
961	0.2179268956
962	0.2179093052
963	0.2177017397
964	0.2176900967
965	0.217617808
966	0.217597778
967	0.2175443316
968	0.217425224
969	0.2173726752
970	0.2173081575
971	0.2172681099
972	0.2172361037
973	0.2172134752
974	0.2171396408
975	0.2171001966
976	0.2170892762
977	0.2170743914
978	0.2170527909
979	0.2169678129
980	0.2169423404
981	0.2169028486
982	0.2168847083
983	0.2168281896
984	0.2167452408
985	0.2166764418
986	0.2166550382
987	0.216594871
988	0.2165382735
989	0.2162617156
990	0.2162431024
991	0.2162070443
992	0.2161218646
993	0.2161060522
994	0.2160943318
995	0.2160721417
996	0.2160666422
997	0.2160198261
998	0.2158437689
999	0.2158324249
