,actividad,is_apellido1,is_apellido2,is_celular,is_direccion,is_fnac,is_nombre,is_nombrecompleto,is_nrofam,is_presencial,is_profesion,is_recontacto,is_remoto,is_telefono,loc_comuna,loc_provincia,loc_region,medio_inicial,sexo
0,profesional,True,False,True,False,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
5,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,femenino
7,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
8,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
9,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
10,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,True,chiguayante,concepcion,bio-bio,recontacto,masculino
11,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
12,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
15,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
16,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
17,profesional,True,True,True,False,False,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,letreros,masculino
20,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
21,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,chiguayante,concepcion,bio-bio,recorrido por el sector,masculino
23,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
24,empleado,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
25,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
26,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
28,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,internet,femenino
30,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
32,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,las condes,santiago,metropolitana,recorrido por el sector,femenino
34,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
36,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
38,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
40,empleado,True,False,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
42,empleado,True,True,True,False,False,True,True,True,False,False,False,False,True,concepcion,concepcion,bio-bio,recontacto,femenino
44,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
46,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
47,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
48,empleado,True,False,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
49,independiente (no profesional),True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
50,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
51,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
54,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
56,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
57,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
58,tecnico,True,True,True,False,False,True,True,True,False,False,False,False,False,coronel,concepcion,bio-bio,finco,masculino
60,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
61,empleado,True,True,True,False,False,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
62,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,tome,concepcion,bio-bio,letreros,masculino
63,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recontacto,masculino
64,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,otro,otro,otro,recontacto,masculino
66,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,penco,concepcion,bio-bio,recorrido por el sector,masculino
67,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,internet,masculino
68,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,finco,masculino
72,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
73,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
74,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
75,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
76,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
78,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
80,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,finco,masculino
82,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,penco,concepcion,bio-bio,letreros,masculino
83,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
84,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
85,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,penco,concepcion,bio-bio,recorrido por el sector,masculino
86,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
87,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,masculino
89,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
90,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,femenino
91,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
92,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recontacto,masculino
94,empleado,True,True,True,True,False,True,True,False,False,False,False,False,False,coronel,concepcion,bio-bio,internet,femenino
95,empleado,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,letreros,masculino
96,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
98,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
101,empleado,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
102,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,femenino
104,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
107,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
108,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
111,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
113,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
114,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
116,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
117,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
118,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
120,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
121,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
122,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
123,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
126,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,masculino
129,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
130,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
131,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,penco,concepcion,bio-bio,internet,femenino
132,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
135,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
136,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
138,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,referidos,masculino
140,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
141,independiente (no profesional),True,True,True,False,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,internet,femenino
147,empleado,True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
148,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
150,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
153,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
154,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
155,profesional,True,True,True,False,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
157,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
160,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
162,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
163,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
164,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
166,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
167,empleado,True,True,True,True,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
168,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
172,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
173,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
174,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,recorrido por el sector,masculino
175,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,chiguayante,concepcion,bio-bio,recorrido por el sector,masculino
178,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
179,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
182,tecnico,True,True,True,False,True,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,letreros,femenino
183,empleado,True,False,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
184,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,nunoa,santiago,metropolitana,internet,femenino
185,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
186,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
187,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
188,empleado,True,True,True,False,False,True,True,True,False,False,False,False,True,talcahuano,concepcion,bio-bio,recontacto,femenino
189,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,finco,masculino
190,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
191,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,santiago,santiago,metropolitana,recontacto,femenino
192,independiente (no profesional),True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
193,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
194,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
195,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
196,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,bio-bio,recontacto,masculino
197,empleado,False,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
198,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
199,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
202,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
203,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
204,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,chiguayante,concepcion,bio-bio,internet,masculino
206,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recontacto,femenino
207,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
209,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
210,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
211,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
212,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
215,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
217,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
218,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
220,empleado,True,True,True,True,True,True,True,True,False,True,False,False,False,penco,concepcion,bio-bio,internet,masculino
222,empleado,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
223,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
224,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
225,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
226,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
227,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
228,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
230,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,letreros,masculino
231,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
233,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
234,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
235,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
237,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
238,independiente (no profesional),True,True,True,True,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
240,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
241,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,chiguayante,concepcion,bio-bio,referidos,masculino
243,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
244,profesional,True,True,True,False,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
245,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
248,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,nunoa,santiago,metropolitana,recontacto,masculino
249,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
250,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
251,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
253,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,providencia,santiago,metropolitana,internet,femenino
255,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
256,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
258,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
261,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
262,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,hualpen,concepcion,bio-bio,recontacto,masculino
263,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,chiguayante,concepcion,bio-bio,recorrido por el sector,masculino
264,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,santiago,santiago,metropolitana,internet,femenino
266,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
267,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
269,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,finco,femenino
271,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,masculino
272,profesional,True,True,True,False,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
274,empleado,True,True,True,True,False,True,True,False,False,False,False,False,False,coronel,concepcion,bio-bio,recorrido por el sector,femenino
275,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
278,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,False,penco,concepcion,bio-bio,recorrido por el sector,femenino
279,profesional,True,True,True,True,True,True,True,False,False,True,False,False,True,hualpen,concepcion,bio-bio,internet,masculino
282,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
283,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
288,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,masculino
292,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,referidos,femenino
296,empleado,True,False,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,letreros,masculino
297,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
298,empleado,True,True,True,True,False,True,True,True,False,False,False,False,True,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
301,duena de casa,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
303,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
305,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
306,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
307,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
308,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
309,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
310,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
311,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
312,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
313,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
316,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
317,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
319,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
320,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
321,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
322,profesional,True,True,True,False,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
323,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
325,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
329,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
330,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
332,profesional,True,True,True,False,True,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,recontacto,femenino
333,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
334,profesional,True,True,True,False,False,True,True,True,False,True,False,False,True,talcahuano,concepcion,bio-bio,internet,masculino
335,independiente (no profesional),True,True,True,True,False,True,True,True,False,False,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,femenino
337,empleado,True,True,True,True,True,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,recontacto,masculino
338,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
339,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
340,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,femenino
341,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
342,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
343,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
344,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
346,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
350,empleado,True,True,True,True,True,True,True,True,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
351,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
352,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
353,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
354,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
355,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
358,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,femenino
359,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
360,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
362,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
364,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
366,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
369,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
370,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
372,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
375,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
