,actividad,is_apellido1,is_apellido2,is_celular,is_direccion,is_fnac,is_nombre,is_nombrecompleto,is_nrofam,is_presencial,is_profesion,is_recontacto,is_remoto,is_telefono,loc_comuna,loc_provincia,loc_region,medio_inicial,sexo
2895,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
2899,profesional,True,True,True,False,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
2900,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
2903,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2904,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2905,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2907,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2908,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2910,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,femenino
2912,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2913,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2914,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2915,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
2916,sin informacion,True,True,True,True,True,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
2917,duena de casa,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
2918,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2919,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2920,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2921,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2922,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
2923,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2924,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
2925,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2926,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
2927,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2929,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2930,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,hualpen,concepcion,bio-bio,referidos,femenino
2931,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2932,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
2933,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2935,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2936,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2937,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recontacto,masculino
2939,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2940,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2941,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2942,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2943,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2946,empleado,True,True,True,True,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,finco,masculino
2947,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2949,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,otro,internet,masculino
2954,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2955,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2956,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,internet,masculino
2957,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
2958,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,maipu,santiago,metropolitana,internet,femenino
2960,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,las condes,santiago,metropolitana,recorrido por el sector,masculino
2961,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2962,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,femenino
2963,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2964,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,masculino
2965,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2966,profesional,True,True,True,True,True,True,True,False,False,True,False,False,True,talcahuano,concepcion,bio-bio,internet,femenino
2969,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
2970,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
2972,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
2973,profesional,True,True,True,False,True,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,recontacto,femenino
2974,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
2975,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,penco,concepcion,bio-bio,letreros,femenino
2976,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,chiguayante,concepcion,bio-bio,referidos,masculino
2978,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,penco,concepcion,bio-bio,recontacto,masculino
2979,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
2980,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,masculino
2983,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
2984,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2985,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,femenino
2987,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2988,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
2989,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2990,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,femenino
2992,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
2993,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
2994,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
2995,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recontacto,masculino
2996,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
2997,sin informacion,True,True,True,False,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3000,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,internet,masculino
3001,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3002,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3004,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3005,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
3006,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3008,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3009,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3010,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3011,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
3012,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3014,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3015,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3016,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,maipu,santiago,metropolitana,internet,masculino
3018,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3019,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3020,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,otro,internet,masculino
3021,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3022,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
3023,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,coronel,concepcion,bio-bio,recorrido por el sector,masculino
3024,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3025,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3026,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3027,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
3030,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,referidos,masculino
3031,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3032,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3033,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,otro,otro,otro,recorrido por el sector,masculino
3034,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3040,profesional,True,False,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3043,empleado,True,True,True,False,False,True,True,False,False,False,False,False,True,talcahuano,concepcion,bio-bio,finco,masculino
3044,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3045,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3047,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3048,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,lota,concepcion,bio-bio,letreros,masculino
3049,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3051,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3052,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,otro,otro,bio-bio,internet,masculino
3053,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,otro,otro,bio-bio,referidos,masculino
3054,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3055,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3057,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3061,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3062,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3063,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3064,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3065,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3066,duena de casa,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3067,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,talcahuano,concepcion,bio-bio,letreros,masculino
3068,empleado,True,False,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3069,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3070,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3071,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3072,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3073,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3074,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,las condes,santiago,metropolitana,recorrido por el sector,masculino
3075,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3076,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3077,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3078,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,referidos,masculino
3079,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3081,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
3082,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,penco,concepcion,bio-bio,internet,masculino
3084,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3085,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3087,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3088,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,femenino
3089,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3091,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3092,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3093,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3094,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,otro,otro,bio-bio,recontacto,masculino
3095,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
3098,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,femenino
3099,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3102,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3103,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
3104,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3105,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
3106,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,finco,masculino
3108,empleado,True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3110,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3113,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,femenino
3114,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,otro,internet,femenino
3115,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3116,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3118,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3119,profesional,True,True,True,False,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
3121,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3123,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
3125,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3127,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
3128,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,letreros,femenino
3129,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3131,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3134,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3135,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3139,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3143,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3146,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3148,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3150,profesional,True,False,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3151,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3153,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3155,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3156,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3157,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
3158,profesional,True,True,True,True,True,True,True,False,False,False,False,False,True,santiago,santiago,metropolitana,radio,masculino
3159,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,finco,femenino
3160,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,femenino
3161,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
3166,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3167,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3168,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,otro,otro,bio-bio,internet,masculino
3169,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
3170,profesional,True,True,True,True,True,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,finco,femenino
3171,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3172,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3175,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,letreros,femenino
3176,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3179,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3181,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3182,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3183,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3185,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3186,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3188,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3189,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3190,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3191,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3192,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3194,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3195,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,penco,concepcion,bio-bio,finco,femenino
3197,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3198,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,recontacto,masculino
3199,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
3201,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,femenino
3202,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
3203,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recontacto,femenino
3204,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3205,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3206,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3207,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
3208,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,finco,femenino
3209,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3212,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3216,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,masculino
3217,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,santiago,santiago,metropolitana,internet,masculino
3220,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
3222,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,masculino
3223,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,femenino
3224,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3227,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3228,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
3229,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3230,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3231,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3232,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
3234,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3235,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,letreros,femenino
3236,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
