,is_recontacto,is_remoto,is_descuento,valid_rut,mean_cot_bod,mean_cot_depto,mean_cot_esta,mean_cot_estu,nro_cot_bod,nro_cot_depto,nro_cot_esta,nro_cot_estu,nro_proyectos,precio_cotizacion_media,precio_cotizacion_median,precio_cotizacion_std,tiempo_cotizacion_media,tiempo_cotizacion_median,tiempo_cotizacion_std,altos del valle,edificio urban 1470,edificio mil610,edificio junge,loc_comuna_cerrillos,loc_comuna_chiguayante,loc_comuna_concepcion,loc_comuna_conchali,loc_comuna_coronel,loc_comuna_el bosque,loc_comuna_estacion central,loc_comuna_florida,loc_comuna_hualpen,loc_comuna_hualqui,loc_comuna_huechuraba,loc_comuna_independencia,loc_comuna_la cisterna,loc_comuna_la florida,loc_comuna_la reina,loc_comuna_las condes,loc_comuna_lota,loc_comuna_maipu,loc_comuna_nunoa,loc_comuna_otro,loc_comuna_penco,loc_comuna_providencia,loc_comuna_pudahuel,loc_comuna_quilicura,loc_comuna_renca,loc_comuna_san miguel,loc_comuna_san pedro de la paz,loc_comuna_san ramon,loc_comuna_santa juana,loc_comuna_santiago,loc_comuna_talcahuano,loc_comuna_tome,loc_comuna_vitacura,loc_provincia_concepcion,loc_provincia_otro,loc_provincia_santiago,loc_region_bio-bio,loc_region_metropolitana,loc_region_otro,sexo_empresa,sexo_femenino,sexo_masculino,tipo_cliente_juridico,tipo_cliente_natural,medio_inicial_eventos,medio_inicial_finco,medio_inicial_internet,medio_inicial_letreros,medio_inicial_prensa,medio_inicial_radio,medio_inicial_recontacto,medio_inicial_recorrido por el sector,medio_inicial_referidos,medio_inicial_revistas,medio_inicial_tv,medio_inicial_volantes
1240,False,False,False,True,0.0,1.0,0.0,0.0,0,6,0,0,1,3705.0,3705.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
979,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4402.0,4402.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1927,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,2806.0,2806.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3829,False,False,True,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4100.0,4100.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5889,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,2402.0,2402.0,436.0,9.0,9.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2130,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,2499.0,2499.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1363,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,16829.0,16829.0,3248.0,224.0,224.0,224.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2966,False,False,False,True,0.0,0.5,0.0,0.0,0,1,0,0,1,3620.0,3620.0,0.0,51.0,51.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5481,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3585.0,3585.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
389,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4455.0,4455.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3620,False,False,False,True,0.0,0.75,0.0,0.0,0,6,0,0,2,2658.25,2644.0,177.26,4.33,5.0,2.49,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1103,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4230.0,4230.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
782,False,False,True,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3092.0,3092.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3730,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,3926.25,4055.0,320.5,293.75,296.0,289.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1984,False,False,False,True,0.0,1.0,0.0,0.0,0,5,0,0,1,3585.0,3585.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1576,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4105.0,4105.0,150.0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5131,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4060.0,4060.0,242.0,74.5,74.5,74.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2079,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3856.67,3840.0,200.39,2.0,3.0,1.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1738,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3660.0,3660.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
178,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3590.0,3590.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5262,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3547.5,3547.5,162.5,479.0,479.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1185,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,3662.23,3740.0,345.49,45.47,9.0,150.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3284,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3850.0,3850.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4218,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,2,3051.75,2969.0,1050.29,401.75,415.0,375.72,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5764,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,2803.67,2803.0,50.62,16.0,24.0,11.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
842,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,4318.0,4218.0,232.07,4.2,7.0,3.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3088,False,False,True,True,0.0,1.0,0.0,0.0,0,2,0,0,1,3585.0,3585.0,0.0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3395,False,False,True,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3779.0,3779.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5630,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,5508.0,5508.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1497,False,False,True,True,0.0,1.0,0.0,0.0,0,6,0,0,1,4290.0,4290.0,25.0,3.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3390,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4625.0,4625.0,0.0,11.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2556,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,5049.0,5049.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2937,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4055.0,4055.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
934,False,False,True,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3975.0,3975.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2658,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3920.0,3920.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3439,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,3928.33,3885.0,271.18,509.33,764.0,360.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2232,False,False,True,True,0.0,1.0,0.0,0.0,0,3,0,0,1,2658.67,2765.0,589.83,48.0,48.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
754,False,False,False,True,0.0,1.0,0.0,0.0,0,5,0,0,1,3712.0,3712.0,2.0,337.0,337.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3139,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,4888.56,4889.11,195.82,4.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5319,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4408.0,4408.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1961,False,False,True,True,0.0,1.0,0.0,0.0,0,16,0,0,1,3657.0,3657.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
409,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4635.0,4635.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
611,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4758.0,4758.0,1138.0,624.0,624.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3504,False,False,True,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4570.12,4684.0,205.3,17.39,6.0,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3428,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3445.0,3445.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3316,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4565.5,4565.5,241.5,113.5,113.5,113.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2347,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3585.0,3585.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5984,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,4273.33,4310.0,165.34,28.67,43.0,20.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2575,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,4508.5,4860.0,633.99,3.5,4.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
332,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3630.0,3630.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5533,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,2801.5,2803.0,327.74,118.2,3.0,143.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6169,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3857.67,3779.0,281.53,236.5,236.5,236.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4091,False,False,False,True,0.0,1.0,0.0,0.0,0,5,0,0,1,4365.0,4268.0,187.32,3.0,1.0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3656,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,2722.0,2722.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2927,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,3348.0,3348.0,63.0,63.5,63.5,63.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
911,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4253.0,4253.0,8.0,12.5,12.5,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2525,False,False,False,True,0.0,1.0,0.0,0.0,0,2,0,0,1,4396.5,4396.5,15.5,9.5,9.5,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2580,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3661.0,3700.0,77.34,60.5,60.5,60.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
467,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,2499.0,2499.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5809,False,False,True,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3940.0,3940.0,0.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
792,False,False,False,True,0.0,1.0,0.0,0.0,0,9,0,0,1,6374.5,6374.5,94.5,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,2374.0,2374.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4235,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3620.0,3620.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4259,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,3828.0,3828.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2621,False,False,False,True,0.0,1.0,0.0,0.0,0,4,0,0,1,3892.5,3897.5,183.46,133.0,119.0,122.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5848,False,False,True,True,0.0,1.0,0.0,0.0,0,4,0,0,1,4125.0,4145.0,40.77,10.4,11.0,10.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2753,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3850.0,3850.0,0.0,5.0,6.0,3.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4390,False,False,False,True,0.0,1.0,0.0,0.0,0,1,0,0,1,4180.0,4180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2852,False,False,False,True,0.0,0.5,0.0,0.0,0,1,0,0,1,3827.5,3827.5,57.5,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3948,False,False,False,True,0.0,0.8333333333333334,0.0,0.0,0,5,0,0,3,3186.33,2742.0,1229.06,256.57,286.0,227.53,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5944,False,False,False,True,0.0,1.0,0.0,0.0,0,3,0,0,1,3935.0,3945.0,265.46,196.33,25.0,260.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
